"date","time","longitude","latitude"
"2008-11-25","11:14:22",-77.264332,-11.774058
"2008-11-25","11:14:23",-77.264365,-11.773968
"2008-11-25","11:14:24",-77.264337,-11.773948
"2008-11-25","11:14:25",-77.264307,-11.774003
"2008-11-25","11:14:26",-77.264388,-11.773962
"2008-11-25","11:14:27",-77.264422,-11.773938
"2008-11-25","11:14:28",-77.264373,-11.773988
"2008-11-25","11:14:29",-77.264407,-11.773933
"2008-11-25","11:14:30",-77.264323,-11.774058
"2008-11-25","11:14:31",-77.264353,-11.774033
"2008-11-25","11:14:32",-77.264375,-11.773982
"2008-11-25","11:14:33",-77.264302,-11.774083
"2008-11-25","11:14:34",-77.264402,-11.773993
"2008-11-25","11:14:35",-77.26437,-11.773942
"2008-11-25","11:14:36",-77.264353,-11.773948
"2008-11-25","11:14:37",-77.264367,-11.77397
"2008-11-25","11:14:38",-77.264218,-11.774143
"2008-11-25","11:14:39",-77.26423,-11.77404
"2008-11-25","11:14:40",-77.26434,-11.773817
"2008-11-25","11:14:41",-77.264417,-11.773532
"2008-11-25","11:14:42",-77.264315,-11.773547
"2008-11-25","11:14:43",-77.264132,-11.773682
"2008-11-25","11:14:44",-77.264282,-11.773388
"2008-11-25","11:14:45",-77.264247,-11.773305
"2008-11-25","11:14:46",-77.264397,-11.773073
"2008-11-25","11:14:47",-77.26444,-11.772922
"2008-11-25","11:14:48",-77.264422,-11.772927
"2008-11-25","11:14:49",-77.264552,-11.772832
"2008-11-25","11:14:50",-77.264648,-11.772728
"2008-11-25","11:14:51",-77.26468,-11.772815
"2008-11-25","11:14:52",-77.264688,-11.7727
"2008-11-25","11:14:53",-77.264518,-11.772698
"2008-11-25","11:14:54",-77.264638,-11.772402
"2008-11-25","11:14:55",-77.264443,-11.772472
"2008-11-25","11:14:56",-77.264558,-11.77227
"2008-11-25","11:14:57",-77.264543,-11.772207
"2008-11-25","11:14:58",-77.26447,-11.772132
"2008-11-25","11:14:59",-77.264512,-11.771912
"2008-11-25","11:15:00",-77.264352,-11.772118
"2008-11-25","11:15:01",-77.264338,-11.772027
"2008-11-25","11:15:02",-77.264068,-11.77237
"2008-11-25","11:15:03",-77.263968,-11.772328
"2008-11-25","11:15:04",-77.264093,-11.772413
"2008-11-25","11:15:05",-77.264142,-11.772437
"2008-11-25","11:15:06",-77.264445,-11.772473
"2008-11-25","11:15:07",-77.264133,-11.772773
"2008-11-25","11:15:08",-77.263925,-11.773045
"2008-11-25","11:15:09",-77.264092,-11.772807
"2008-11-25","11:15:10",-77.263958,-11.773122
"2008-11-25","11:15:11",-77.264102,-11.772967
"2008-11-25","11:15:12",-77.264367,-11.772652
"2008-11-25","11:15:13",-77.264818,-11.772398
"2008-11-25","11:15:14",-77.264542,-11.77268
"2008-11-25","11:15:15",-77.26455,-11.772467
"2008-11-25","11:15:16",-77.264635,-11.772232
"2008-11-25","11:15:17",-77.264505,-11.772325
"2008-11-25","11:15:18",-77.26454,-11.772092
"2008-11-25","11:15:19",-77.264907,-11.771847
"2008-11-25","11:15:20",-77.264942,-11.77171
"2008-11-25","11:15:21",-77.265042,-11.771568
"2008-11-25","11:15:22",-77.264667,-11.771882
"2008-11-25","11:15:23",-77.26511,-11.771637
"2008-11-25","11:15:24",-77.265098,-11.771608
"2008-11-25","11:15:25",-77.265188,-11.771533
"2008-11-25","11:15:26",-77.265377,-11.771323
"2008-11-25","11:15:27",-77.265195,-11.771427
"2008-11-25","11:15:28",-77.265475,-11.771223
"2008-11-25","11:15:29",-77.265245,-11.771327
"2008-11-25","11:15:30",-77.265203,-11.771202
"2008-11-25","11:15:32",-77.265358,-11.771018
"2008-11-25","11:15:33",-77.265402,-11.770917
"2008-11-25","11:15:34",-77.265288,-11.770912
"2008-11-25","11:15:35",-77.265397,-11.770773
"2008-11-25","11:15:36",-77.265528,-11.77064
"2008-11-25","11:15:37",-77.265648,-11.770527
"2008-11-25","11:15:38",-77.265738,-11.770447
"2008-11-25","11:15:39",-77.265872,-11.770332
"2008-11-25","11:15:40",-77.265965,-11.770253
"2008-11-25","11:15:41",-77.266045,-11.770163
"2008-11-25","11:15:42",-77.266085,-11.770098
"2008-11-25","11:15:43",-77.26616,-11.769997
"2008-11-25","11:15:44",-77.26623,-11.769905
"2008-11-25","11:15:45",-77.266288,-11.76982
"2008-11-25","11:15:46",-77.266397,-11.769687
"2008-11-25","11:15:47",-77.266485,-11.769573
"2008-11-25","11:15:48",-77.266532,-11.76949
"2008-11-25","11:15:49",-77.26658,-11.769392
"2008-11-25","11:15:50",-77.266618,-11.769297
"2008-11-25","11:15:51",-77.266648,-11.769212
"2008-11-25","11:15:52",-77.266712,-11.769097
"2008-11-25","11:15:53",-77.266783,-11.768975
"2008-11-25","11:15:54",-77.266853,-11.768855
"2008-11-25","11:15:55",-77.266937,-11.768728
"2008-11-25","11:15:56",-77.267025,-11.76859
"2008-11-25","11:15:57",-77.267102,-11.768457
"2008-11-25","11:15:58",-77.267157,-11.768332
"2008-11-25","11:15:59",-77.267213,-11.768208
"2008-11-25","11:16:00",-77.26727,-11.768083
"2008-11-25","11:16:01",-77.267333,-11.767948
"2008-11-25","11:16:02",-77.267393,-11.76781
"2008-11-25","11:16:03",-77.267447,-11.767668
"2008-11-25","11:16:04",-77.267627,-11.767413
"2008-11-25","11:16:05",-77.267775,-11.767187
"2008-11-25","11:16:06",-77.267832,-11.76704
"2008-11-25","11:16:07",-77.267867,-11.766905
"2008-11-25","11:16:08",-77.267897,-11.766768
"2008-11-25","11:16:09",-77.26791,-11.766632
"2008-11-25","11:16:10",-77.26791,-11.766498
"2008-11-25","11:16:11",-77.2679,-11.766373
"2008-11-25","11:16:12",-77.267885,-11.766252
"2008-11-25","11:16:13",-77.26787,-11.766128
"2008-11-25","11:16:14",-77.267862,-11.766
"2008-11-25","11:16:15",-77.267865,-11.765868
"2008-11-25","11:16:16",-77.267863,-11.76574
"2008-11-25","11:16:17",-77.267848,-11.765615
"2008-11-25","11:16:18",-77.26782,-11.765495
"2008-11-25","11:16:19",-77.267777,-11.76538
"2008-11-25","11:16:20",-77.26773,-11.765268
"2008-11-25","11:16:21",-77.267688,-11.765147
"2008-11-25","11:16:22",-77.267657,-11.765022
"2008-11-25","11:16:23",-77.267628,-11.764898
"2008-11-25","11:16:24",-77.267598,-11.76478
"2008-11-25","11:16:25",-77.267555,-11.764672
"2008-11-25","11:16:26",-77.267503,-11.764567
"2008-11-25","11:16:27",-77.26745,-11.764465
"2008-11-25","11:16:28",-77.267403,-11.764365
"2008-11-25","11:16:29",-77.26737,-11.764267
"2008-11-25","11:16:30",-77.267358,-11.764168
"2008-11-25","11:16:31",-77.267355,-11.76407
"2008-11-25","11:16:32",-77.267348,-11.763978
"2008-11-25","11:16:33",-77.267343,-11.763893
"2008-11-25","11:16:34",-77.26735,-11.763812
"2008-11-25","11:16:35",-77.267357,-11.763722
"2008-11-25","11:16:36",-77.267347,-11.76363
"2008-11-25","11:16:37",-77.267315,-11.763543
"2008-11-25","11:16:38",-77.26727,-11.763455
"2008-11-25","11:16:39",-77.267227,-11.763358
"2008-11-25","11:16:40",-77.267213,-11.763252
"2008-11-25","11:16:41",-77.26723,-11.763145
"2008-11-25","11:16:42",-77.267243,-11.76304
"2008-11-25","11:16:43",-77.267252,-11.762933
"2008-11-25","11:16:44",-77.267255,-11.76282
"2008-11-25","11:16:45",-77.267245,-11.762705
"2008-11-25","11:16:46",-77.26722,-11.762593
"2008-11-25","11:16:47",-77.267185,-11.762482
"2008-11-25","11:16:48",-77.267148,-11.76237
"2008-11-25","11:16:49",-77.26711,-11.762258
"2008-11-25","11:16:50",-77.26707,-11.762155
"2008-11-25","11:16:51",-77.267027,-11.76206
"2008-11-25","11:16:52",-77.266982,-11.761968
"2008-11-25","11:16:53",-77.266933,-11.761873
"2008-11-25","11:16:54",-77.266875,-11.76178
"2008-11-25","11:16:55",-77.266805,-11.761688
"2008-11-25","11:16:56",-77.26673,-11.761597
"2008-11-25","11:16:57",-77.266653,-11.761503
"2008-11-25","11:16:58",-77.266577,-11.76141
"2008-11-25","11:16:59",-77.266505,-11.761308
"2008-11-25","11:17:00",-77.266437,-11.761203
"2008-11-25","11:17:01",-77.266373,-11.7611
"2008-11-25","11:17:02",-77.266317,-11.761003
"2008-11-25","11:17:03",-77.26626,-11.760912
"2008-11-25","11:17:04",-77.266202,-11.76082
"2008-11-25","11:17:05",-77.266148,-11.760725
"2008-11-25","11:17:06",-77.266098,-11.760627
"2008-11-25","11:17:07",-77.266048,-11.760532
"2008-11-25","11:17:08",-77.265998,-11.760435
"2008-11-25","11:17:09",-77.265962,-11.760332
"2008-11-25","11:17:10",-77.265935,-11.760225
"2008-11-25","11:17:11",-77.265913,-11.760117
"2008-11-25","11:17:12",-77.265893,-11.760007
"2008-11-25","11:17:13",-77.265877,-11.759895
"2008-11-25","11:17:14",-77.265858,-11.759787
"2008-11-25","11:17:15",-77.265837,-11.759683
"2008-11-25","11:17:16",-77.265802,-11.759588
"2008-11-25","11:17:17",-77.26576,-11.7595
"2008-11-25","11:17:18",-77.26572,-11.759413
"2008-11-25","11:17:19",-77.265685,-11.759328
"2008-11-25","11:17:20",-77.265655,-11.75924
"2008-11-25","11:17:21",-77.265632,-11.759145
"2008-11-25","11:17:22",-77.265612,-11.75905
"2008-11-25","11:17:23",-77.265583,-11.758955
"2008-11-25","11:17:24",-77.26555,-11.75886
"2008-11-25","11:17:25",-77.265525,-11.758768
"2008-11-25","11:17:26",-77.265502,-11.758683
"2008-11-25","11:17:27",-77.26548,-11.758603
"2008-11-25","11:17:28",-77.265465,-11.758527
"2008-11-25","11:17:31",-77.265427,-11.758293
"2008-11-25","11:17:32",-77.265432,-11.758227
"2008-11-25","11:17:33",-77.265457,-11.758258
"2008-11-25","11:17:34",-77.265487,-11.75851
"2008-11-25","11:17:35",-77.265487,-11.75856
"2008-11-25","11:17:36",-77.265483,-11.75859
"2008-11-25","11:17:37",-77.265482,-11.758598
"2008-11-25","11:17:38",-77.265473,-11.758598
"2008-11-25","11:17:39",-77.265465,-11.758572
"2008-11-25","11:17:40",-77.265432,-11.758523
"2008-11-25","11:17:41",-77.265408,-11.758478
"2008-11-25","11:17:42",-77.265383,-11.758447
"2008-11-25","11:17:43",-77.26538,-11.758453
"2008-11-25","11:17:44",-77.26539,-11.758472
"2008-11-25","11:17:45",-77.265393,-11.75848
"2008-11-25","11:17:46",-77.265395,-11.758478
"2008-11-25","11:17:47",-77.265392,-11.758465
"2008-11-25","11:17:48",-77.265387,-11.758438
"2008-11-25","11:17:49",-77.265367,-11.75839
"2008-11-25","11:17:50",-77.265328,-11.758313
"2008-11-25","11:17:51",-77.265283,-11.758233
"2008-11-25","11:17:52",-77.265243,-11.758158
"2008-11-25","11:17:53",-77.265205,-11.758083
"2008-11-25","11:17:54",-77.265163,-11.758008
"2008-11-25","11:17:55",-77.265115,-11.757935
"2008-11-25","11:17:56",-77.265057,-11.757873
"2008-11-25","11:17:57",-77.264987,-11.757823
"2008-11-25","11:17:58",-77.264893,-11.757808
"2008-11-25","11:17:59",-77.264798,-11.757822
"2008-11-25","11:18:00",-77.264702,-11.757865
"2008-11-25","11:18:01",-77.264607,-11.757917
"2008-11-25","11:18:02",-77.264508,-11.757955
"2008-11-25","11:18:03",-77.264405,-11.757968
"2008-11-25","11:18:04",-77.264303,-11.757953
"2008-11-25","11:18:05",-77.264213,-11.757912
"2008-11-25","11:18:06",-77.264137,-11.75784
"2008-11-25","11:18:07",-77.264068,-11.757765
"2008-11-25","11:18:08",-77.264007,-11.7577
"2008-11-25","11:18:09",-77.263957,-11.757648
"2008-11-25","11:18:10",-77.26392,-11.757597
"2008-11-25","11:18:11",-77.2639,-11.75751
"2008-11-25","11:18:12",-77.263887,-11.75742
"2008-11-25","11:18:13",-77.263905,-11.757315
"2008-11-25","11:18:14",-77.263955,-11.757227
"2008-11-25","11:18:15",-77.26404,-11.757165
"2008-11-25","11:18:16",-77.264133,-11.757115
"2008-11-25","11:18:17",-77.264248,-11.757088
"2008-11-25","11:18:18",-77.264368,-11.757072
"2008-11-25","11:18:19",-77.264477,-11.75707
"2008-11-25","11:18:20",-77.264573,-11.757098
"2008-11-25","11:18:21",-77.264658,-11.757153
"2008-11-25","11:18:22",-77.264735,-11.757253
"2008-11-25","11:18:23",-77.264782,-11.757362
"2008-11-25","11:18:24",-77.264795,-11.757473
"2008-11-25","11:18:25",-77.264787,-11.757578
"2008-11-25","11:18:26",-77.264747,-11.757678
"2008-11-25","11:18:27",-77.264708,-11.757773
"2008-11-25","11:18:28",-77.26467,-11.757858
"2008-11-25","11:18:29",-77.264625,-11.757937
"2008-11-25","11:18:30",-77.264578,-11.758005
"2008-11-25","11:18:31",-77.264528,-11.758047
"2008-11-25","11:18:32",-77.264492,-11.758073
"2008-11-25","11:18:33",-77.264478,-11.75804
"2008-11-25","11:18:34",-77.264492,-11.757982
"2008-11-25","11:18:35",-77.264513,-11.757913
"2008-11-25","11:18:36",-77.2645,-11.757888
"2008-11-25","11:18:37",-77.264515,-11.757842
"2008-11-25","11:18:38",-77.264517,-11.757812
"2008-11-25","11:18:39",-77.264487,-11.757762
"2008-11-25","11:18:40",-77.264467,-11.75773
"2008-11-25","11:18:41",-77.264445,-11.757697
"2008-11-25","11:18:42",-77.264443,-11.757703
"2008-11-25","11:18:43",-77.264443,-11.757712
"2008-11-25","11:18:44",-77.264447,-11.757715
"2008-11-25","11:18:45",-77.264435,-11.757712
"2008-11-25","11:18:46",-77.264405,-11.757688
"2008-11-25","11:18:47",-77.264373,-11.757653
"2008-11-25","11:18:48",-77.264315,-11.757603
"2008-11-25","11:18:49",-77.264237,-11.757547
"2008-11-25","11:18:50",-77.264165,-11.757495
"2008-11-25","11:18:51",-77.26409,-11.757452
"2008-11-25","11:18:52",-77.264013,-11.757412
"2008-11-25","11:18:53",-77.26393,-11.757377
"2008-11-25","11:18:54",-77.263838,-11.757357
"2008-11-25","11:18:55",-77.263738,-11.757357
"2008-11-25","11:18:56",-77.263642,-11.757377
